duration,nr_employed,age,euribor3m,campaign,pdays,cons_conf_idx,day_of_week_wed,education_high.school
273,5228.1,48,4.962,6,999,-42.7,0,1
155,5099.1,36,1.281,1,999,-46.2,1,0
263,5191.0,25,4.857,2,999,-36.4,0,0
98,5099.1,28,1.405,1,999,-47.1,0,0
147,4963.6,29,0.879,3,999,-37.5,0,1
65,5228.1,46,4.964,2,999,-36.1,0,1
78,5228.1,47,4.961,10,999,-42.7,0,0
66,5228.1,30,4.962,1,999,-41.8,1,0
335,5228.1,38,4.963,5,999,-42.7,1,1
341,5099.1,33,1.281,1,999,-46.2,1,1
158,5228.1,51,4.965,1,999,-36.1,1,1
638,5099.1,23,1.266,1,6,-46.2,0,1
852,5191.0,26,4.859,2,999,-36.4,1,1
884,5228.1,48,4.963,1,999,-42.7,1,0
81,5228.1,36,4.96,1,999,-42.7,0,0
13,5099.1,42,1.3130000000000002,2,999,-46.2,0,1
238,5228.1,36,4.963,1,999,-42.7,1,1
510,5228.1,26,4.962,1,999,-42.7,0,0
314,5191.0,58,4.857,2,999,-36.4,1,0
168,5228.1,33,4.964,2,999,-36.1,0,0
128,5099.1,25,1.3130000000000002,8,999,-46.2,0,1
69,5195.8,53,4.1530000000000005,1,999,-42.0,0,0
325,5017.5,27,0.716,1,3,-30.1,0,0
215,5195.8,52,4.191,1,999,-42.0,0,0
111,5076.2,60,1.215,5,999,-40.8,0,0
11,5228.1,56,4.959,5,999,-41.8,0,0
65,5191.0,35,4.857,1,999,-36.4,0,0
394,5228.1,44,4.963,1,999,-36.1,0,0
31,5099.1,36,1.327,1,999,-46.2,0,0
116,5228.1,46,4.967,3,999,-41.8,0,1
947,5228.1,44,4.962,6,999,-42.7,0,0
242,5017.5,83,0.716,1,3,-30.1,0,0
202,5191.0,47,4.856,1,999,-36.4,0,0
157,5228.1,34,4.955,1,999,-42.7,0,0
1224,5191.0,32,4.857,8,999,-36.4,0,0
142,5228.1,26,4.963,3,999,-42.7,1,1
238,5228.1,31,4.962,8,999,-42.7,1,0
370,5195.8,59,4.0760000000000005,2,999,-42.0,0,0
153,5228.1,44,4.963,1,999,-42.7,1,0
211,5099.1,31,1.354,3,999,-46.2,0,1
231,5228.1,42,4.966,1,999,-36.1,0,0
398,5228.1,46,4.963,3,999,-36.1,0,0
711,5195.8,53,4.021,2,999,-42.0,0,1
734,5228.1,44,4.965,2,999,-36.1,0,0
382,5191.0,34,4.856,2,999,-36.4,0,0
730,5228.1,30,4.963,1,999,-42.7,1,1
294,5195.8,43,4.191,1,999,-42.0,0,0
196,5228.1,35,4.958,1,999,-42.7,0,0
35,5099.1,38,1.266,1,999,-46.2,0,0
265,5191.0,30,4.864,3,999,-36.4,0,1
291,5228.1,51,4.968,1,999,-36.1,0,0
201,5099.1,33,1.266,1,999,-46.2,0,1
58,5228.1,31,4.964,3,999,-36.1,0,0
692,5191.0,55,4.8580000000000005,1,999,-36.4,1,1
218,5008.7,49,0.644,2,999,-34.6,0,0
326,4963.6,27,1.0490000000000002,1,999,-50.8,0,1
110,5195.8,34,4.191,2,999,-42.0,0,0
919,5191.0,39,4.856,2,999,-36.4,0,1
345,5228.1,55,4.961,16,999,-42.7,0,0
234,5228.1,40,4.962,1,999,-42.7,0,0
273,5099.1,39,1.3130000000000002,4,999,-46.2,0,0
46,5228.1,45,4.963,5,999,-36.1,0,0
210,5076.2,31,1.262,1,999,-40.8,0,0
1091,5099.1,46,1.354,3,999,-46.2,0,0
590,5228.1,40,4.959,4,999,-41.8,0,1
190,5228.1,37,4.963,1,999,-36.1,0,1
138,5228.1,54,4.962,1,999,-41.8,1,0
52,5195.8,33,4.1530000000000005,1,999,-42.0,0,0
84,5191.0,34,4.8580000000000005,3,999,-36.4,0,0
77,5228.1,37,4.963,1,999,-42.7,1,0
996,5228.1,48,4.968,2,999,-36.1,0,0
125,5195.8,58,4.0760000000000005,1,999,-42.0,0,1
167,5195.8,31,4.12,3,999,-42.0,1,0
394,5228.1,49,4.962,2,999,-42.7,0,0
1087,5099.1,37,1.41,2,999,-47.1,0,0
133,5017.5,60,0.722,6,999,-26.9,0,0
98,5076.2,38,1.072,1,999,-33.6,0,0
237,5099.1,42,1.405,2,999,-47.1,0,0
80,5195.8,56,4.0760000000000005,1,999,-42.0,0,0
506,5099.1,25,1.266,2,999,-46.2,0,0
642,5228.1,35,4.957,1,999,-42.7,0,0
788,5228.1,29,4.963,3,999,-36.1,0,1
98,5099.1,36,1.392,1,999,-47.1,0,0
286,5228.1,40,4.965,1,999,-36.1,1,1
86,5228.1,37,4.965,1,999,-36.1,0,0
785,5191.0,38,4.857,1,999,-36.4,0,0
169,5228.1,54,4.963,1,999,-36.1,0,0
226,5191.0,48,4.857,1,999,-36.4,1,0
149,5228.1,55,4.968,5,999,-42.7,0,0
185,5228.1,32,4.965,2,999,-36.1,0,0
48,5228.1,36,4.968,3,999,-42.7,0,0
219,5228.1,31,4.966,3,999,-36.1,0,0
153,5076.2,26,1.029,1,999,-33.6,1,0
184,5099.1,44,1.244,1,999,-46.2,0,1
56,5228.1,41,4.962,8,999,-42.7,0,1
82,5191.0,40,4.864,2,999,-36.4,0,0
153,5076.2,21,1.268,1,999,-40.8,0,0
113,5008.7,44,0.682,1,999,-40.0,0,0
84,5191.0,44,4.857,3,999,-36.4,1,1
50,5228.1,57,4.964,2,999,-36.1,1,0
96,5076.2,19,0.884,1,3,-31.4,0,0
219,5099.1,23,1.405,1,999,-47.1,1,0
218,5228.1,39,4.956,2,999,-42.7,1,0
115,5228.1,53,4.97,1,999,-36.1,0,0
130,5099.1,33,1.2990000000000002,3,999,-46.2,0,0
209,5099.1,32,1.3130000000000002,2,999,-46.2,0,0
206,5195.8,29,4.021,1,999,-42.0,0,1
290,5228.1,43,4.962,13,999,-42.7,1,0
260,5099.1,47,1.405,1,999,-47.1,0,0
150,5099.1,43,1.244,8,999,-46.2,0,1
129,5099.1,34,1.344,2,999,-46.2,0,0
180,5191.0,57,4.86,1,999,-36.4,0,1
29,5228.1,48,4.959,3,999,-41.8,0,0
47,4991.6,32,0.905,1,999,-38.3,0,0
85,5228.1,44,4.964,2,999,-36.1,1,0
78,5191.0,51,4.864,2,999,-36.4,0,0
51,5228.1,37,4.865,4,999,-41.8,0,0
216,5191.0,39,4.859,1,999,-36.4,0,1
340,5195.8,37,4.0760000000000005,1,999,-42.0,0,0
72,5191.0,38,4.857,5,999,-36.4,0,0
141,5228.1,47,4.959,1,999,-41.8,0,0
75,5099.1,58,1.466,2,999,-47.1,0,1
743,5228.1,39,4.962,13,999,-42.7,0,0
49,5228.1,42,4.962,2,999,-42.7,0,0
67,5195.8,31,4.0760000000000005,2,999,-42.0,0,1
91,5228.1,38,4.961,2,999,-42.7,0,1
138,5228.1,32,4.961,3,999,-41.8,0,0
360,4991.6,35,0.835,1,11,-40.3,0,0
59,5228.1,39,4.961,5,999,-42.7,0,0
229,5195.8,30,4.1530000000000005,2,999,-42.0,0,1
262,5099.1,32,1.2990000000000002,2,999,-46.2,0,0
136,5191.0,37,4.855,3,999,-36.4,0,0
193,5228.1,43,4.8660000000000005,2,999,-41.8,0,0
206,5228.1,41,4.965,1,999,-36.1,1,0
338,5228.1,47,4.865,2,999,-41.8,0,0
306,5191.0,57,4.857,1,999,-36.4,0,0
277,5008.7,49,0.652,4,999,-34.8,0,0
205,5023.5,56,0.715,1,999,-33.0,1,0
39,5099.1,38,1.405,4,999,-47.1,0,0
238,5195.8,50,4.191,1,999,-42.0,0,0
97,5228.1,37,4.957,3,999,-42.7,0,0
768,5228.1,48,4.962,2,999,-42.7,0,0
104,5191.0,35,4.856,2,999,-36.4,1,0
493,5191.0,43,4.86,2,999,-36.4,0,0
487,5228.1,43,4.961,1,999,-41.8,0,0
473,5099.1,34,1.405,1,999,-47.1,0,0
186,5099.1,37,1.405,3,999,-47.1,0,0
505,5099.1,30,1.423,1,999,-47.1,0,0
185,5099.1,42,1.281,4,999,-46.2,1,1
97,5228.1,44,4.962,1,999,-42.7,1,1
218,5191.0,35,4.857,1,999,-36.4,0,0
19,5228.1,44,4.964,17,999,-36.1,1,0
375,5008.7,24,0.6970000000000001,2,999,-40.0,0,1
134,5228.1,39,4.958,2,999,-42.7,0,1
200,5228.1,26,4.96,2,999,-42.7,0,0
667,5017.5,36,0.741,1,999,-26.9,0,0
141,5228.1,33,4.963,2,999,-42.7,0,0
297,5191.0,29,4.86,1,999,-36.4,0,0
266,5191.0,35,4.857,2,999,-36.4,1,0
75,5228.1,58,4.958,1,999,-41.8,0,0
314,5228.1,54,4.963,3,999,-36.1,0,0
889,5228.1,49,4.966,2,999,-36.1,0,1
37,5228.1,38,4.962,1,999,-41.8,1,0
126,5228.1,26,4.958,1,999,-42.7,0,1
286,5191.0,31,4.855,1,999,-36.4,0,1
107,5191.0,45,4.856,2,999,-36.4,0,0
106,5228.1,35,4.967,2,999,-41.8,0,1
18,5099.1,43,1.405,5,999,-47.1,0,0
200,5099.1,26,1.281,2,999,-46.2,1,0
184,5228.1,30,4.962,2,999,-42.7,0,0
19,5228.1,33,4.962,8,999,-42.7,1,0
293,4963.6,38,1.032,3,999,-49.5,0,0
252,4991.6,41,0.905,1,999,-38.3,0,0
449,4963.6,29,1.046,2,1,-50.8,0,0
29,5099.1,30,1.266,8,999,-46.2,0,1
79,5228.1,35,4.961,1,999,-41.8,0,0
157,5076.2,31,0.883,1,999,-31.4,0,0
122,5191.0,53,4.856,2,999,-36.4,1,0
413,5228.1,59,4.963,2,999,-42.7,1,0
307,5228.1,44,4.962,14,999,-41.8,1,0
207,5228.1,35,4.958,2,999,-42.7,0,0
167,5228.1,39,4.96,1,999,-42.7,0,0
409,5191.0,46,4.856,2,999,-36.4,0,0
9,5228.1,36,4.968,13,999,-42.7,0,0
203,5228.1,57,4.964,1,999,-36.1,1,0
55,5228.1,56,4.962,3,999,-42.7,0,0
99,5228.1,31,4.963,2,999,-42.7,1,0
466,5191.0,33,4.857,2,999,-36.4,0,1
221,5017.5,76,0.7879999999999999,1,999,-29.8,0,0
290,5099.1,49,1.2990000000000002,1,999,-46.2,0,0
68,5228.1,27,4.962,3,999,-42.7,0,1
234,5017.5,61,0.716,1,999,-30.1,1,0
12,5228.1,35,4.968,12,999,-42.7,0,0
392,5191.0,38,4.856,1,999,-36.4,0,0
506,5076.2,50,0.914,2,999,-33.6,0,0
107,5195.8,39,4.1530000000000005,1,999,-42.0,0,1
68,5228.1,56,4.964,1,999,-36.1,1,0
110,5195.8,55,4.021,2,999,-42.0,0,0
99,5099.1,33,1.3130000000000002,1,999,-46.2,0,0
216,5099.1,43,1.453,2,999,-47.1,0,1
296,5228.1,30,4.968,7,999,-36.1,0,1
185,5191.0,31,4.856,6,999,-36.4,0,0
112,5228.1,29,4.962,3,999,-41.8,1,1
110,5195.8,41,4.191,2,999,-42.0,0,0
103,5228.1,29,4.967,2,999,-41.8,0,1
54,5195.8,32,4.021,1,999,-42.0,0,0
69,5228.1,36,4.965,1,999,-36.1,1,0
282,5076.2,46,1.044,1,999,-33.6,0,1
58,5191.0,40,4.857,3,999,-36.4,0,0
218,5076.2,56,1.26,5,999,-40.8,1,0
189,5228.1,48,4.965,2,999,-36.1,0,0
94,5228.1,33,4.963,1,999,-36.1,0,0
424,5195.8,36,4.12,1,999,-42.0,1,1
40,5228.1,42,4.967,2,999,-36.1,1,0
76,5195.8,33,4.191,2,999,-42.0,0,0
328,5191.0,33,4.857,1,999,-36.4,0,1
300,5228.1,36,4.957,1,999,-42.7,0,0
68,5017.5,37,0.74,1,999,-26.9,0,0
67,5099.1,36,1.25,4,999,-46.2,0,0
55,5099.1,30,1.3130000000000002,2,999,-46.2,0,1
1181,5099.1,32,1.25,9,999,-46.2,0,1
248,5228.1,40,4.962,29,999,-41.8,1,0
388,5228.1,49,4.958,1,999,-42.7,0,1
222,5099.1,38,1.281,2,999,-46.2,1,0
38,5228.1,53,4.962,1,999,-42.7,0,0
235,5228.1,49,4.959,1,999,-42.7,0,0
292,5228.1,52,4.963,8,999,-42.7,1,0
116,5099.1,32,1.703,1,999,-50.0,0,0
166,5017.5,28,0.742,2,999,-26.9,1,0
90,5191.0,31,4.859,2,999,-36.4,0,0
199,5195.8,41,4.021,2,999,-42.0,0,1
171,5195.8,29,4.021,2,999,-42.0,0,1
198,5191.0,60,4.857,2,999,-36.4,0,0
48,5076.2,58,0.883,2,999,-31.4,0,0
224,5076.2,26,1.26,1,999,-40.8,0,0
843,4963.6,33,1.035,1,999,-50.8,0,0
222,5195.8,32,4.12,1,999,-42.0,1,1
1628,5017.5,44,0.7190000000000001,2,6,-30.1,0,1
109,5099.1,24,1.25,11,999,-46.2,0,0
140,5191.0,52,4.864,2,999,-36.4,0,0
72,5099.1,25,1.25,2,999,-46.2,0,0
946,5099.1,34,1.405,3,999,-47.1,0,1
446,5191.0,51,4.856,2,999,-36.4,0,0
182,5228.1,56,4.968,1,999,-36.1,0,1
27,5099.1,48,1.365,1,999,-47.1,0,0
18,5195.8,37,4.021,7,999,-42.0,0,0
156,5099.1,27,1.405,2,999,-47.1,0,0
260,5191.0,36,4.857,3,999,-36.4,0,1
236,5099.1,25,1.365,1,999,-47.1,0,0
426,5228.1,47,4.962,1,999,-42.7,0,0
321,5228.1,29,4.958,1,999,-42.7,0,1
78,5228.1,47,4.962,1,999,-42.7,0,0
160,5228.1,32,4.962,4,999,-42.7,0,0
328,5191.0,25,4.8580000000000005,10,999,-36.4,0,1
546,5228.1,33,4.962,2,999,-42.7,0,0
509,4963.6,37,0.987,1,999,-49.5,0,1
137,5228.1,27,4.958,1,999,-41.8,0,0
196,5228.1,30,4.963,3,999,-42.7,1,1
125,5191.0,34,4.857,2,999,-36.4,0,1
295,5008.7,26,0.644,4,6,-34.6,0,0
91,5228.1,42,4.965,5,999,-36.1,0,0
59,5228.1,38,4.957,4,999,-42.7,0,0
22,5228.1,28,4.959,16,999,-41.8,0,1
686,5191.0,50,4.859,1,999,-36.4,1,0
193,5099.1,45,1.334,1,999,-46.2,1,0
773,5017.5,37,0.755,1,3,-29.8,0,0
149,5228.1,55,4.963,2,999,-42.7,0,0
160,5228.1,45,4.97,1,999,-36.1,0,0
250,5076.2,30,1.262,2,999,-40.8,0,0
69,5228.1,38,4.968,3,999,-42.7,0,0
185,5191.0,28,4.857,1,999,-36.4,0,1
380,5099.1,41,1.244,1,999,-46.2,0,0
231,5195.8,35,4.1530000000000005,2,999,-42.0,0,0
135,5228.1,36,4.96,1,999,-41.8,0,0
750,5099.1,31,1.291,2,999,-46.2,0,1
138,5191.0,37,4.857,6,999,-36.4,0,1
178,4991.6,28,0.846,1,999,-40.3,0,0
211,5099.1,42,1.405,2,999,-47.1,0,0
274,5191.0,27,4.856,2,999,-36.4,0,0
138,5076.2,49,0.883,1,999,-31.4,0,0
218,5099.1,40,1.291,1,999,-46.2,0,0
107,5099.1,43,1.291,3,999,-46.2,0,1
249,5228.1,28,4.962,2,999,-42.7,0,0
43,5228.1,29,4.958,8,999,-42.7,0,0
205,5228.1,53,4.962,1,999,-42.7,1,0
391,5191.0,39,4.86,2,999,-36.4,0,0
176,5191.0,56,4.857,5,999,-36.4,0,1
164,5228.1,44,4.865,1,999,-41.8,0,1
194,5191.0,33,4.86,2,999,-36.4,0,1
418,5191.0,50,4.856,2,999,-36.4,0,0
115,5017.5,25,0.7390000000000001,1,999,-26.9,0,0
122,5076.2,54,0.884,3,999,-31.4,0,0
55,5228.1,46,4.965,2,999,-36.1,0,0
174,5191.0,34,4.856,1,999,-36.4,0,0
71,5228.1,31,4.967,1,999,-36.1,1,1
74,5076.2,20,1.26,2,999,-40.8,1,1
328,5228.1,28,4.962,3,999,-42.7,1,0
235,5228.1,47,4.968,7,999,-36.1,0,0
176,5191.0,36,4.857,6,999,-36.4,1,1
152,5228.1,30,4.964,3,999,-36.1,0,0
317,5228.1,46,4.957,6,999,-42.7,0,0
126,4991.6,76,0.899,1,999,-38.3,0,0
301,5228.1,45,4.962,1,999,-42.7,0,1
92,5228.1,46,4.96,2,999,-42.7,0,0
111,5195.8,32,4.12,1,999,-42.0,1,0
256,4963.6,38,0.878,2,999,-37.5,0,1
295,5191.0,36,4.86,2,999,-36.4,0,1
150,5076.2,26,0.8690000000000001,2,999,-31.4,0,0
98,5195.8,47,4.12,1,999,-42.0,1,0
150,5195.8,35,4.0760000000000005,1,999,-42.0,0,0
24,5228.1,21,4.959,7,999,-41.8,0,1
60,5191.0,36,4.864,16,999,-36.4,0,0
304,5099.1,43,1.327,1,999,-46.2,0,1
141,5228.1,33,4.963,1,999,-36.1,0,0
203,5191.0,52,4.859,1,999,-36.4,0,0
72,5228.1,32,4.962,2,999,-36.1,0,0
226,5195.8,35,4.021,1,999,-42.0,0,0
199,5228.1,35,4.968,2,999,-36.1,0,0
340,5076.2,28,0.861,1,999,-31.4,0,0
121,5191.0,50,4.859,2,999,-36.4,0,0
267,4991.6,23,0.893,1,999,-40.3,0,0
160,5099.1,30,1.354,4,999,-46.2,0,0
42,5228.1,40,4.967,2,999,-41.8,0,1
122,5099.1,32,1.405,3,999,-47.1,0,0
189,5008.7,46,0.638,1,5,-34.6,0,0
88,5228.1,43,4.962,4,999,-42.7,0,0
245,5228.1,53,4.964,1,999,-36.1,1,1
220,5228.1,43,4.864,3,999,-41.8,0,0
85,5195.8,52,4.191,2,999,-42.0,0,0
118,5228.1,30,4.864,2,999,-41.8,0,0
297,4963.6,33,1.032,5,999,-49.5,0,0
257,5228.1,58,4.962,6,999,-42.7,0,0
232,5195.8,31,4.021,2,999,-42.0,0,0
77,5195.8,54,4.191,1,999,-42.0,0,0
273,5191.0,46,4.856,4,999,-36.4,0,0
87,5195.8,34,4.1530000000000005,1,999,-42.0,0,0
354,5099.1,46,1.365,1,999,-47.1,0,1
202,5099.1,38,1.244,3,999,-46.2,0,0
102,5228.1,33,4.955,1,999,-42.7,0,0
489,5228.1,32,4.864,5,999,-41.8,1,0
4,5195.8,35,4.968,1,999,-40.4,0,0
189,5099.1,30,1.2990000000000002,1,999,-46.2,0,0
389,5099.1,30,1.415,2,999,-47.1,1,0
18,5195.8,33,4.76,1,999,-40.4,0,0
190,5195.8,39,4.191,2,999,-42.0,0,1
56,5228.1,32,4.965,2,999,-36.1,0,1
177,5008.7,52,0.654,2,11,-34.8,0,1
60,5195.8,39,4.191,2,999,-42.0,0,0
117,5228.1,30,4.965,3,999,-36.1,0,0
318,5099.1,29,1.334,1,999,-46.2,1,0
153,5191.0,40,4.8580000000000005,1,999,-36.4,0,0
294,5099.1,37,1.27,2,999,-46.2,0,0
159,5099.1,19,1.405,2,999,-47.1,0,0
61,5191.0,26,4.864,2,999,-36.4,0,1
162,5228.1,52,4.961,4,999,-42.7,0,0
409,5099.1,35,1.25,1,999,-46.2,0,0
153,5228.1,46,4.958,1,999,-42.7,0,0
18,5191.0,49,4.857,1,999,-36.4,0,0
23,5191.0,34,4.86,1,999,-36.4,0,0
210,4963.6,44,0.88,1,3,-37.5,1,0
37,5195.8,44,4.021,2,999,-42.0,0,0
342,5191.0,35,4.857,2,999,-36.4,1,0
147,5195.8,32,4.0760000000000005,2,999,-42.0,0,0
276,5191.0,38,4.857,2,999,-36.4,0,0
138,5191.0,52,4.86,1,999,-36.4,0,0
182,5228.1,49,4.962,12,999,-42.7,0,0
114,4963.6,31,0.982,1,999,-49.5,0,0
245,5191.0,50,4.857,1,999,-36.4,0,0
187,5008.7,35,0.655,3,999,-34.8,0,1
240,5099.1,24,1.266,4,999,-46.2,0,0
158,5191.0,36,4.857,1,999,-36.4,0,1
317,5191.0,53,4.859,1,999,-36.4,0,0
182,5099.1,40,1.2990000000000002,5,999,-46.2,0,1
158,5228.1,37,4.963,1,999,-36.1,0,0
441,5076.2,20,1.26,1,999,-40.8,0,0
84,5195.8,36,4.1530000000000005,1,999,-42.0,0,0
149,5228.1,36,4.958,1,999,-41.8,0,0
205,5228.1,26,4.864,6,999,-41.8,1,1
282,5191.0,44,4.857,2,999,-36.4,1,0
140,5076.2,29,0.8809999999999999,1,999,-31.4,0,1
297,5099.1,51,1.365,1,2,-47.1,0,0
167,5228.1,36,4.966,1,999,-36.1,0,0
87,5099.1,48,1.405,9,999,-47.1,1,0
140,5191.0,33,4.8580000000000005,2,999,-36.4,0,0
106,5191.0,50,4.857,3,999,-36.4,0,1
89,5191.0,32,4.856,2,999,-36.4,0,1
67,5195.8,36,4.1530000000000005,2,999,-42.0,0,0
262,5228.1,41,4.959,2,999,-41.8,0,0
123,5099.1,32,1.25,3,999,-46.2,0,1
106,5191.0,41,4.857,6,999,-36.4,0,0
51,5228.1,32,4.963,6,999,-36.1,0,0
83,5195.8,51,4.021,1,999,-42.0,0,0
861,5099.1,39,1.405,6,999,-47.1,0,0
172,5008.7,49,0.652,1,6,-34.8,0,0
75,5228.1,30,4.963,4,999,-36.1,0,0
338,5228.1,57,4.965,2,999,-36.1,1,0
120,5191.0,28,4.857,2,999,-36.4,0,0
78,5017.5,42,0.741,1,999,-26.9,0,0
166,5191.0,42,4.856,4,999,-36.4,0,0
371,5191.0,30,4.855,1,999,-36.4,0,0
57,5228.1,44,4.961,2,999,-41.8,0,0
139,5099.1,24,1.466,2,999,-47.1,0,0
151,5191.0,39,4.857,3,999,-36.4,1,0
107,5191.0,52,4.859,3,999,-36.4,0,0
426,5228.1,36,4.955,1,999,-42.7,0,1
195,4991.6,29,0.835,2,3,-40.3,0,1
108,5228.1,39,4.966,1,999,-36.1,0,0
596,5195.8,31,4.12,2,999,-42.0,1,0
63,5023.5,73,0.7070000000000001,3,6,-33.0,0,1
387,5228.1,55,4.963,1,999,-42.7,1,0
199,5228.1,46,4.957,3,999,-42.7,0,0
49,5099.1,30,1.25,3,999,-46.2,0,0
108,5099.1,57,1.405,1,999,-47.1,0,0
129,5191.0,41,4.855,3,999,-36.4,0,0
203,5228.1,22,4.962,1,999,-42.7,0,0
180,5191.0,32,4.8580000000000005,1,999,-36.4,0,1
305,5228.1,57,4.962,1,999,-42.7,0,0
33,5228.1,56,4.959,8,999,-41.8,1,0
14,5099.1,37,1.244,3,999,-46.2,0,1
117,5008.7,33,0.65,1,3,-34.8,0,0
292,5228.1,33,4.962,1,999,-42.7,1,0
187,5191.0,36,4.8580000000000005,3,999,-36.4,0,0
718,5191.0,41,4.859,1,999,-36.4,0,0
68,5228.1,42,4.864,2,999,-41.8,0,1
36,5099.1,37,1.266,1,999,-46.2,0,1
17,5228.1,38,4.968,3,999,-42.7,0,0
152,5191.0,41,4.856,3,999,-36.4,1,0
390,5023.5,29,0.715,1,999,-33.0,1,1
231,5195.8,44,4.191,1,999,-42.0,0,0
42,5191.0,47,4.855,1,999,-36.4,0,0
705,5023.5,50,0.718,2,999,-33.0,0,1
93,5228.1,51,4.8660000000000005,3,999,-41.8,0,1
125,5228.1,33,4.962,2,999,-42.7,0,0
38,5191.0,55,4.857,4,999,-36.4,0,0
103,5228.1,45,4.963,4,999,-42.7,1,0
1425,5228.1,31,4.96,2,999,-42.7,0,1
39,5017.5,67,0.7140000000000001,3,999,-30.1,0,0
337,5228.1,48,4.961,1,999,-42.7,0,0
230,5191.0,46,4.857,1,999,-36.4,0,0
147,5228.1,51,4.968,2,999,-36.1,0,0
180,5228.1,30,4.963,1,999,-36.1,0,0
355,4991.6,62,0.8759999999999999,2,999,-40.3,0,1
160,5191.0,37,4.857,6,999,-36.4,0,0
1091,5099.1,44,1.479,1,999,-47.1,0,0
206,5195.8,29,4.1530000000000005,2,999,-42.0,0,1
9,4963.6,21,0.877,1,999,-37.5,0,0
130,5228.1,46,4.962,1,999,-42.7,0,0
421,5228.1,53,4.959,6,999,-41.8,0,0
104,5228.1,40,4.96,4,999,-41.8,0,0
166,5099.1,56,1.3130000000000002,1,999,-46.2,0,0
92,5191.0,41,4.856,1,999,-36.4,1,0
125,5228.1,38,4.966,1,999,-42.7,0,1
144,5076.2,49,1.262,1,999,-40.8,0,0
139,5076.2,53,0.8490000000000001,1,999,-31.4,0,0
65,5228.1,39,4.8660000000000005,3,999,-41.8,0,0
121,5228.1,32,4.961,3,999,-42.7,0,0
125,5191.0,28,4.856,3,999,-36.4,0,0
247,5099.1,32,1.266,2,999,-46.2,0,0
227,5228.1,56,4.968,1,999,-42.7,0,0
481,4963.6,60,0.8859999999999999,1,999,-37.5,1,0
77,5017.5,52,0.8190000000000001,1,999,-29.8,0,0
109,5191.0,31,4.856,1,999,-36.4,1,0
301,5076.2,41,0.879,1,999,-31.4,1,1
158,5228.1,51,4.961,1,999,-42.7,0,1
835,5195.8,30,4.1530000000000005,1,999,-42.0,0,0
29,5228.1,58,4.964,21,999,-36.1,1,0
91,5228.1,47,4.959,1,999,-41.8,1,0
543,5228.1,39,4.968,29,999,-42.7,0,1
76,5228.1,38,4.963,17,999,-42.7,1,0
235,5228.1,25,4.958,1,999,-42.7,0,0
483,5191.0,25,4.855,1,999,-36.4,0,0
288,5228.1,36,4.968,1,999,-42.7,0,1
129,5191.0,36,4.857,2,999,-36.4,1,0
197,5228.1,39,4.961,4,999,-42.7,0,1
100,5099.1,32,1.327,4,999,-46.2,0,0
516,5099.1,28,1.281,1,999,-46.2,1,1
686,5099.1,39,1.334,1,999,-46.2,1,0
327,5228.1,34,4.965,1,999,-36.1,1,0
224,5191.0,38,4.857,4,999,-36.4,0,0
30,5228.1,50,4.968,1,999,-42.7,0,0
349,5099.1,71,1.405,1,999,-47.1,0,0
103,5228.1,42,4.963,2,999,-36.1,0,0
267,5076.2,53,0.821,1,999,-31.4,0,0
80,5099.1,20,1.41,1,999,-47.1,0,1
28,5191.0,46,4.864,8,999,-36.4,0,0
104,5099.1,29,1.25,10,999,-46.2,0,0
157,5228.1,31,4.965,4,999,-36.1,0,0
556,5008.7,29,0.685,1,999,-40.0,0,0
516,5228.1,41,4.957,4,999,-42.7,1,0
416,5191.0,26,4.856,2,999,-36.4,1,1
410,5228.1,46,4.958,1,999,-41.8,0,0
366,5228.1,41,4.864,1,999,-41.8,0,1
229,5191.0,39,4.864,3,999,-36.4,0,1
165,5228.1,36,4.962,2,999,-36.1,0,0
387,5228.1,28,4.962,1,999,-41.8,1,0
21,5191.0,33,4.855,1,999,-36.4,0,0
30,5195.8,31,4.021,1,999,-42.0,0,0
287,5191.0,24,4.855,2,999,-36.4,0,1
952,5228.1,30,4.959,3,999,-41.8,1,0
236,5228.1,35,4.962,1,999,-41.8,1,0
824,5228.1,40,4.96,5,999,-42.7,0,0
50,5228.1,40,4.962,4,999,-42.7,0,0
48,5195.8,46,4.191,1,999,-42.0,0,0
38,5191.0,58,4.856,1,999,-36.4,0,0
159,5228.1,36,4.958,3,999,-42.7,0,0
691,4963.6,32,0.959,2,14,-49.5,1,0
398,4991.6,39,0.8270000000000001,10,999,-40.3,0,0
62,5099.1,46,1.423,1,999,-47.1,0,0
67,5191.0,35,4.857,1,999,-36.4,0,0
170,5228.1,27,4.961,2,999,-41.8,0,1
54,5191.0,52,4.864,4,999,-36.4,0,0
113,5195.8,30,4.12,1,999,-42.0,1,1
234,5228.1,36,4.962,2,999,-42.7,0,0
88,5017.5,68,0.7440000000000001,1,999,-26.9,0,1
417,5228.1,48,4.961,1,999,-42.7,0,0
164,5228.1,37,4.961,2,999,-41.8,0,0
184,5228.1,34,4.967,1,999,-36.1,1,0
187,5017.5,36,0.72,1,999,-30.1,0,0
49,5017.5,54,0.741,2,999,-29.8,0,0
123,5195.8,55,4.12,2,999,-42.0,1,0
140,5099.1,34,1.405,2,999,-47.1,0,0
140,5195.8,51,4.0760000000000005,1,999,-42.0,0,0
104,5099.1,40,1.266,1,999,-46.2,0,0
775,5099.1,44,1.354,5,999,-46.2,0,0
86,5099.1,33,1.281,3,999,-46.2,1,0
